_time,event.action,event.category{},event.code,event.created,event.provider,host,host.architecture,host.hostname,host.name,index,process.args{},process.command_line,process.entity_id,process.executable,process.hash.md5,process.hash.sha1,process.hash.sha256,process.name,process.parent.args{},process.parent.command_line,process.parent.entity_id,process.parent.executable,process.parent.name,process.parent.pid,process.pe.company,process.pe.description,process.pe.file_version,process.pe.imphash,process.pe.original_file_name,process.pe.product,process.pid,process.thread.id,process.working_directory,rule.name,user.domain,user.id,user.name,winlog.event_data.LogonId
2022-02-19T21:03:32.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T21:03:31.708Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\whoami.exe
/user","""C:\Windows\system32\whoami.exe"" /user",{B59E2A9A-5B22-6211-7706-000000001202},C:\Windows\System32\whoami.exe,aa1e17ea3db5cd9d8bc061caec74c6e8,9746e91bfc629d3a2e1fe6289b549c0452702004,8ecffcce38d4ee87abaee6cbe843d94d4f8fb98fab3c356c7f6b70e60b10f88a,whoami.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,whoami - displays logged on user information,10.0.14393.0 (rs1_release.160715-1616),e24e330fa9663ce77f2031cacaeb3df9,whoami.exe,Microsoft® Windows® Operating System,8532,,C:\Users\brent.socium\,"technique_id=T1033,technique_name=System Owner/User Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T21:03:23.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T21:03:22.561Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\whoami.exe
/user","""C:\Windows\system32\whoami.exe"" /user",{B59E2A9A-5B18-6211-7406-000000001202},C:\Windows\System32\whoami.exe,aa1e17ea3db5cd9d8bc061caec74c6e8,9746e91bfc629d3a2e1fe6289b549c0452702004,8ecffcce38d4ee87abaee6cbe843d94d4f8fb98fab3c356c7f6b70e60b10f88a,whoami.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,whoami - displays logged on user information,10.0.14393.0 (rs1_release.160715-1616),e24e330fa9663ce77f2031cacaeb3df9,whoami.exe,Microsoft® Windows® Operating System,2532,,C:\Users\brent.socium\,"technique_id=T1033,technique_name=System Owner/User Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T21:03:11.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T21:03:10.391Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\whoami.exe
/user","""C:\Windows\system32\whoami.exe"" /user",{B59E2A9A-5B0D-6211-7006-000000001202},C:\Windows\System32\whoami.exe,aa1e17ea3db5cd9d8bc061caec74c6e8,9746e91bfc629d3a2e1fe6289b549c0452702004,8ecffcce38d4ee87abaee6cbe843d94d4f8fb98fab3c356c7f6b70e60b10f88a,whoami.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,whoami - displays logged on user information,10.0.14393.0 (rs1_release.160715-1616),e24e330fa9663ce77f2031cacaeb3df9,whoami.exe,Microsoft® Windows® Operating System,8772,,C:\Users\brent.socium\,"technique_id=T1033,technique_name=System Owner/User Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T21:02:28.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T21:02:27.322Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\NOTEPAD.EXE
C:\Users\brent.socium\computers.txt","""C:\Windows\system32\NOTEPAD.EXE"" C:\Users\brent.socium\computers.txt",{B59E2A9A-5AE2-6211-6F06-000000001202},C:\Windows\System32\notepad.exe,ba78fcf8ca9d806c6c047357e31748de,19c72327accc2c12fcbce3d0caa8f7a7e5bcd676,34a07759492e31aec2a009505fe8dfb50242375c4308ad4657b2872f4f75a077,notepad.exe,C:\Windows\Explorer.EXE,C:\Windows\Explorer.EXE,{B59E2A9A-4EF6-6211-6B01-000000001202},C:\Windows\explorer.exe,explorer.exe,5092,Microsoft Corporation,Notepad,10.0.14393.4169 (rs1_release.210107-1130),968239be2020f1c0daffdcdbd49e9c82,NOTEPAD.EXE,Microsoft® Windows® Operating System,2988,,C:\Users\brent.socium\,"technique_id=T1204,technique_name=User Execution",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6082d1
2022-02-19T21:02:11.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T21:02:10.294Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\NOTEPAD.EXE
C:\Users\pat.risus\Desktop\computers.txt","""C:\Windows\system32\NOTEPAD.EXE"" C:\Users\pat.risus\Desktop\computers.txt",{B59E2A9A-5AD1-6211-6D06-000000001202},C:\Windows\System32\notepad.exe,ba78fcf8ca9d806c6c047357e31748de,19c72327accc2c12fcbce3d0caa8f7a7e5bcd676,34a07759492e31aec2a009505fe8dfb50242375c4308ad4657b2872f4f75a077,notepad.exe,C:\Windows\Explorer.EXE,C:\Windows\Explorer.EXE,{B59E2A9A-4EF6-6211-6B01-000000001202},C:\Windows\explorer.exe,explorer.exe,5092,Microsoft Corporation,Notepad,10.0.14393.4169 (rs1_release.210107-1130),968239be2020f1c0daffdcdbd49e9c82,NOTEPAD.EXE,Microsoft® Windows® Operating System,2516,,C:\Windows\system32\,"technique_id=T1204,technique_name=User Execution",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6082d1
2022-02-19T20:55:03.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:55:02.742Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\System32\rundll32.exe
shell32.dll,SHCreateLocalServerRunDll
{c82192ee-6cb5-4bc0-9ef0-fb818773790a}
-Embedding","C:\Windows\System32\rundll32.exe shell32.dll,SHCreateLocalServerRunDll {c82192ee-6cb5-4bc0-9ef0-fb818773790a} -Embedding",{B59E2A9A-5925-6211-6606-000000001202},C:\Windows\System32\rundll32.exe,23db802097f7b7e520e40068a7e68b14,5ecbe863f4be35de1c3deff2c24045aa7769eba7,28de7d3e8bf4b19e44063a4bfc2e7c30ae488cd9a1f63320ed374e14aaeca667,rundll32.exe,"C:\Windows\system32\svchost.exe
-k
DcomLaunch",C:\Windows\system32\svchost.exe -k DcomLaunch,{B59E2A9A-4061-6211-0C00-000000001202},C:\Windows\System32\svchost.exe,svchost.exe,656,Microsoft Corporation,Windows host process (Rundll32),10.0.14393.4169 (rs1_release.210107-1130),7d1ce1bafe48b63d9d19e8e0e5df3e6c,RUNDLL32.EXE,Microsoft® Windows® Operating System,6272,,C:\Windows\system32\,"technique_id=T1218.002,technique_name=rundll32.exe",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6082d1
2022-02-19T20:52:15.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:52:14.054Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\whoami.exe
/user","""C:\Windows\system32\whoami.exe"" /user",{B59E2A9A-587C-6211-5506-000000001202},C:\Windows\System32\whoami.exe,aa1e17ea3db5cd9d8bc061caec74c6e8,9746e91bfc629d3a2e1fe6289b549c0452702004,8ecffcce38d4ee87abaee6cbe843d94d4f8fb98fab3c356c7f6b70e60b10f88a,whoami.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,whoami - displays logged on user information,10.0.14393.0 (rs1_release.160715-1616),e24e330fa9663ce77f2031cacaeb3df9,whoami.exe,Microsoft® Windows® Operating System,7512,,C:\Users\brent.socium\,"technique_id=T1033,technique_name=System Owner/User Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T20:51:39.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:51:38.911Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\whoami.exe
/user","""C:\Windows\system32\whoami.exe"" /user",{B59E2A9A-5859-6211-5306-000000001202},C:\Windows\System32\whoami.exe,aa1e17ea3db5cd9d8bc061caec74c6e8,9746e91bfc629d3a2e1fe6289b549c0452702004,8ecffcce38d4ee87abaee6cbe843d94d4f8fb98fab3c356c7f6b70e60b10f88a,whoami.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,whoami - displays logged on user information,10.0.14393.0 (rs1_release.160715-1616),e24e330fa9663ce77f2031cacaeb3df9,whoami.exe,Microsoft® Windows® Operating System,7444,,C:\Users\brent.socium\,"technique_id=T1033,technique_name=System Owner/User Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T20:48:48.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:48:47.657Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\windows\system32\rundll32.exe
C:\windows\System32\comsvcs.dll
MiniDump
828
C:\dump
full","""C:\windows\system32\rundll32.exe"" C:\windows\System32\comsvcs.dll MiniDump 828 C:\dump full",{B59E2A9A-57AE-6211-5206-000000001202},C:\Windows\System32\rundll32.exe,23db802097f7b7e520e40068a7e68b14,5ecbe863f4be35de1c3deff2c24045aa7769eba7,28de7d3e8bf4b19e44063a4bfc2e7c30ae488cd9a1f63320ed374e14aaeca667,rundll32.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,Windows host process (Rundll32),10.0.14393.4169 (rs1_release.210107-1130),7d1ce1bafe48b63d9d19e8e0e5df3e6c,RUNDLL32.EXE,Microsoft® Windows® Operating System,9104,,C:\Windows\system32\,"technique_id=T1218.002,technique_name=rundll32.exe",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T20:48:09.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:48:08.553Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\tasklist.exe
/M:rdpcorets.dll","""C:\Windows\system32\tasklist.exe"" /M:rdpcorets.dll",{B59E2A9A-5787-6211-5106-000000001202},C:\Windows\System32\tasklist.exe,6f2fdcf651a1650fc7b4fc5a860e4d9d,4dcb47ea18e501918038943d372f88c988dc293f,27eddac6a2e5a74df67c534393b0b025b03d61310748be016dce348a02d30a22,tasklist.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,Lists the current running tasks,10.0.14393.0 (rs1_release.160715-1616),9c5cfddf3336412b8046d54234415205,tasklist.exe,Microsoft® Windows® Operating System,5632,,C:\Windows\system32\,"technique_id=T1057,technique_name=Process Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T20:47:59.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:47:58.415Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\system32\tasklist.exe
/M","""C:\Windows\system32\tasklist.exe"" /M",{B59E2A9A-577C-6211-5006-000000001202},C:\Windows\System32\tasklist.exe,6f2fdcf651a1650fc7b4fc5a860e4d9d,4dcb47ea18e501918038943d372f88c988dc293f,27eddac6a2e5a74df67c534393b0b025b03d61310748be016dce348a02d30a22,tasklist.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",{B59E2A9A-53C0-6211-1406-000000001202},C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,8852,Microsoft Corporation,Lists the current running tasks,10.0.14393.0 (rs1_release.160715-1616),9c5cfddf3336412b8046d54234415205,tasklist.exe,Microsoft® Windows® Operating System,8008,,C:\Windows\system32\,"technique_id=T1057,technique_name=Process Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
2022-02-19T20:46:57.000+0000,Process Create (rule: ProcessCreate),process,1,2022-02-19T20:46:56.242Z,Microsoft-Windows-Sysmon,127.0.0.1:8088,x86_64,rdp01,rdp01.magnumtempus.financial,sysmon,"C:\Windows\System32\Taskmgr.exe
/2","""C:\Windows\System32\Taskmgr.exe"" /2 ",{B59E2A9A-573F-6211-4C06-000000001202},C:\Windows\System32\Taskmgr.exe,f4429ada273ff82a9d1ec804018a0039,14bb462ed168fde726d60093b9e28e162f9194fc,1bb6fbffbdb585de220db58baab9327e5ff03e53ae88cbcaff777a7819044615,Taskmgr.exe,"launchtm.exe
/2",launchtm.exe /2 ,{B59E2A9A-573E-6211-4706-000000001202},C:\Windows\System32\LaunchTM.exe,LaunchTM.exe,5076,Microsoft® Windows® Operating System,Task Manager,"1, 0, 0, 1",65d7a86c4f0360f63a506c4247d3e410,Taskmgr.exe,Task Manager,4592,,C:\Windows\system32\,"technique_id=T1057,technique_name=Process Discovery",MAGNUMTEMPUS,S-1-5-18,pat.risus,0x6060a6
